"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"8137789","09007722412001261000000000U7","PULQUERIA EL TECOLOTE",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","JAVIER ESPINOZA","AVENIDA","REPUBLICA DEL SUR","CALLE","JOSE MARIA FACHA","CALLE","FEDERICO GONZÁLEZ","26",,,,,,"COLONIA","SANTA MARTHA ACATITLA",,,,"09510","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","0835","015",,,,"Fijo","19.36573233","-99.02227691","2019-11"
"985351","09013722412000051000000000U1","PULQUERIA EL TEMPLO DE DIANA",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","FRANCISCO I. MADERO","CALLE","5 DE MAYO","PRIVADA","NINGUNO","CALLE","5 DE MAYO","18",,,,,,"BARRIO","BELEN",,,,"16070","09","CIUDAD DE MÉXICO","013","Xochimilco","0001","Xochimilco","0245","014",,,,"Fijo","19.26131587","-99.10264427","2010-07"
"840768","09007722412000271000000000U7","PULQUERIA EL TRIUNFO",,"722412","Bares, cantinas y similares","0 a 5 personas","EJE VIAL","8 SUR (CALZADA ERMITA IZTAPALAPA)","CALLE","GUADALUPE VICTORIA","CALLE","VICENTE GUERRERO","AVENIDA","5 DE MAYO","2367",,,,"0",,"COLONIA","PUEBLO SANTA CRUZ MEYEHUALCO",,,,"09700","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","1759","016",,,,"Fijo","19.34275531","-99.04340867","2010-07"
"7632175","09011722412000231000000000U3","PULQUERIA EL TRIUNFO",,"722412","Bares, cantinas y similares","0 a 5 personas","AVENIDA","PROLONGACION PEÑA ALTA","PRIVADA","IZTACCIHUATL","CERRADA","POPOCATEPETL","CALLE","TIERRA BLANCA","151",,,,,,"COLONIA","PEÑA ALTA SUR",,,,"13540","09","CIUDAD DE MÉXICO","011","Tláhuac","0021","San Juan Ixtayopan","1003","042",,,,"Fijo","19.23554316","-99.00250797","2019-11"
"8522294","09007722412001161000000000U9","PULQUERIA ELPARQUE",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","COLORIN","CALLE","PALMAR","CALLE","IXTAPALUCA","CALLE","PONTEDERIA","10","MZ 203A",,,"0",,"COLONIA","2DA AMPLIACION SANTIAGO ACAHUALTEPEC",,,,"09609","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","2738","047",,,,"Fijo","19.34596673","-99.00867762","2019-11"
"8152821","09015722412003962000000000U1","PULQUERIA ESPIRITU SANTO",,"722412","Bares, cantinas y similares","6 a 10 personas","EJE VIAL","1 PONIENTE (AVENIDA ROSALES)","CALLE","IGNACIO MARISCAL","AVENIDA","PUENTE DE ALVARADO","CALLE","JESÚS DE TERÁN","1",,"EDIFICIO SIN NOMBRE","PLANTA BAJA","3",,"COLONIA","TABACALERA","EDIFICIO COMERCIAL Y DE SERVICIOS","EDIFICIO SIN NOMBRE","3","06030","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc","0714","011",,,,"Fijo","19.43751719","-99.14939154","2019-11"
"8508692","09013722412000401000000000U8","PULQUERIA FRANCISCO",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","CONSTITUCION DE 1917","CALLE","CONSTITUCION DE APATZINGAN","CALLE","PLAN DE CABORCA","CALLE","REFORMA LABORAL","41",,,,"0",,"COLONIA","SAN  LORENZO LA CEBADA",,,,"16035","09","CIUDAD DE MÉXICO","013","Xochimilco","0001","Xochimilco","121A","022",,,,"Fijo","19.28563402","-99.11952124","2019-11"
"8385817","09015722412004861000000000U4","PULQUERIA FRIDA",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","SOTO","EJE VIAL","1 NORTE (MOSQUETA)","CALLE","MOCTEZUMA","CALLE","LERDO",,"SN",,,,,"COLONIA","GUERRERO",,,,"06300","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc","0574","005",,,,"Fijo","19.44454309","-99.14368579","2019-11"
"984372","09015722412000991000000000U3","PULQUERIA LA ANTIGUA ROMA",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","REPUBLICA DE PERU","CALLE","INCAS","CALLE","ALLENDE","CALLE","REPÚBLICA DE HONDURAS","38",,,,,"A","COLONIA","CENTRO (ÁREA 2)",,,,"06000","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc","0644","024",,,,"Fijo","19.43961346","-99.13734524","2010-07"
"637622","09017722412000041000000000U3","PULQUERIA LA BONITA",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","ALUMINIO","CALLE","CANANEA","EJE VIAL","1 ORIENTE (BOLEO)","EJE VIAL","2 NORTE (CANAL DEL NORTE)","119",,,,,,"COLONIA","NICOLAS BRAVO",,,,"15220","09","CIUDAD DE MÉXICO","017","Venustiano Carranza","0001","Venustiano Carranza","0032","017","5257894183",,,"Fijo","19.45303604","-99.12339622","2010-07"
"6258817","09013722412000021000000000U4","PULQUERIA LA BOTIJONA",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","MORELOS","CALLE","CUAUHTEMOC","CALLE","CANAL DE CIRCUNVALACION","CALLE","CUAUHTÉMOC","109",,,,"109","C","BARRIO","SAN PEDRO",,,,"16090","09","CIUDAD DE MÉXICO","013","Xochimilco","0001","Xochimilco","0230","008",,,,"Fijo","19.25919697","-99.10531748","2010-07"
"1057781","09010722412000121000000000U8","PULQUERIA LA COPA DE ORO",,"722412","Bares, cantinas y similares","0 a 5 personas","AVENIDA","AVENIDA DEL ROSAL","CALLE","ROSA ESTRELLA","CALLE","ROSA DE ORO","CALLE","ROSA DE CASTILLA","89","A",,,,,"COLONIA","MOLINO DE ROSAS",,,,"01470","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón","0629","014",,,,"Fijo","19.37284303","-99.19836234","2010-07"
"781827","09017722412000461000000000U3","PULQUERIA LA FUENTE DE LOS CHUPAMILTOS",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","GENERAL ANAYA","CALLE","ROSARIO","CALLE","SANTA ESCUELA","CALLE","ZAVALA","40",,,,"0","A","COLONIA","CENTRO",,,,"15100","09","CIUDAD DE MÉXICO","017","Venustiano Carranza","0001","Venustiano Carranza","0579","014","5555229292",,,"Fijo","19.42818388","-99.12347637","2010-07"
"8612332","09007722412000981000000000U1","PULQUERIA LA GLORIA",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","MORELOS","AVENIDA","HIDALGO","CALLE","LERDO DE TEJADA","CALLE","LA ESTRELLA","34",,,,,,"BARRIO","SAN PABLO",,,,"09000","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","0981","003",,,,"Fijo","19.35899991","-99.08777405","2019-11"
"973003","09014722412000101000000000U2","PULQUERIA LA GLORIA",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","5 DE MAYO","CALLE","CENTENARIO","EJE VIAL","7 SUR (MUNICIPIO LIBRE)","EJE VIAL","1 PONIENTE (AVENIDA CUAUHTÉMOC)","5",,,,"0",,"COLONIA","SANTA CRUZ ATOYAC",,,,"03310","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","083A","012",,,,"Fijo","19.37092745","-99.16202543","2010-07"
"1026189","09010722412000011000000000U1","PULQUERIA LA GLORIA",,"722412","Bares, cantinas y similares","0 a 5 personas","AVENIDA","CAMINO REAL A TOLUCA","CALLE","SUR 112","CALLE","CANARIO","CALLE","GENERAL FELIPE ÁNGELES","87",,,,"0",,"COLONIA","BELAVISTA",,,,"01140","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón","1773","023",,,,"Fijo","19.39544816","-99.19390578","2010-07"
"793018","09007722412000011000000000U7","PULQUERIA LA GRAN LEONA",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","FRANCISCO VILLA","CALLE","ANILLO DE CIRCUNVALACION","CALLE","FELIPE ÁNGELES","CALLE","AQUILES SERDÁN","957",,,,"0",,"EJIDO","SANTA MARIA AZTAHUACAN",,,,"09570","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","1509","013","5531264784",,,"Fijo","19.35046484","-99.03670405","2010-07"
"980975","09015722412000481000000000U5","PULQUERIA LA HERMOSA HORTENSIA",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLEJON","CALLEJON DE LA AMARGURA","PEATONAL","REPUBLICA DE HONDURAS","PEATONAL","PLAZA GARIBALDI","CALLE","ALLENDE","4","B",,,,,"COLONIA","CENTRO",,,,"06010","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc","0536","008",,,,"Fijo","19.44090505","-99.13851702","2010-07"
"7619136","09013722412000351000000000U5","PULQUERIA LA MADRIGUERA DE LA TIA CONEJA",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","LAZARO CARDENAS","CALLE","NINGUNO","PROLONGACION","LAZARO CARDENAS","CERRADA","NINGUNO","5001",,,,,,"PARAJE","PEPELAXTLA",,,,"16810","09","CIUDAD DE MÉXICO","013","Xochimilco","0162","Pepelaxtla","0902","001",,,,"Fijo","19.2170946","-99.11510195","2019-11"
"841867","09007722412000031000000000U5","PULQUERIA LA MAEXICANA",,"722412","Bares, cantinas y similares","0 a 5 personas","AVENIDA","AVENIDA DE LAS TORRES","PRIVADA","REFORMA BANCARIA","PRIVADA","NINGUNO","CALLE","RETORNO REFORMA FINANCIERA (NATALIA PORTILLO)",,"SN",,,"2",,"COLONIA","REFORMA POLITICA",,,,"09730","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","2899","029",,,,"Fijo","19.34111598","-99.03261024","2010-07"
"7721799","09013722412000381000000000U2","PULQUERIA LA NEGRA",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","ALTA TENSION","CALLE","ALTA TENSION","CALLE","ALTA TENSION","CALLE","CAMINO REAL A SANTIAGO","10",,,,"0",,"COLONIA","TLAXOPAN",,,,"16240","09","CIUDAD DE MÉXICO","013","Xochimilco","0001","Xochimilco","0813","059","5576146195",,,"Fijo","19.23916076","-99.14385187","2019-11"
"7255618","09014722412000931000000000U2","PULQUERIA LA PALOMA AZUL",,"722412","Bares, cantinas y similares","0 a 5 personas","EJE VIAL","8 SUR (AVENIDA POPOCATEPETL)","EJE VIAL","CENTRAL (LAZARO CARDENAS)","CALLE","SARATOGA","CALLE","NEVADO","154","D",,,,,"COLONIA","PORTALES SUR",,,,"03300","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0990","003",,,,"Fijo","19.36121282","-99.15165407","2019-11"
"797408","09006722412000061000000000U4","PULQUERIA LA PESCADORA",,"722412","Bares, cantinas y similares","0 a 5 personas","EJE VIAL","4 ORIENTE (RIO CHURUBUSCO)","CALLE","SUR 2-A","VIADUCTO","RIO DE LA PIEDAD","VIADUCTO","RÍO DE LA PIEDAD","2318",,,,"0",,"COLONIA","CUCHILLA AGRICOLA ORIENTAL",,,,"08420","09","CIUDAD DE MÉXICO","006","Iztacalco","0001","Iztacalco","0166","011","5555289673",,,"Fijo","19.40625719","-99.07881145","2010-07"
"632842","09005722412000131000000000U7","PULQUERIA LA REINA",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","JUVENTINO ROSAS","CALLE","BLANCA ESTELA PAVON","CALLE","EMILIO TUERO","CALLE","BLANCA ESTELA PAVÓN","42","MZ 49",,,,"MANZANA 49","COLONIA","LA FORESTAL",,,,"07119","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero","2733","014",,,,"Fijo","19.56244351","-99.13227861","2010-07"
"1044690","09015722519001191000000000U1","PULQUERIA LA ROSITA",,"722519","Servicios de preparación de otros alimentos para consumo inmediato","0 a 5 personas","AVENIDA","CALZADA DE LA VIGA","CALLE","CALLEJON SAN ANTONIO ABAD","CERRADA","CERRADA DE LA VIGA","CALLE","FRANCISCO J. CLAVIJERO","106",,,,,,"COLONIA","ESPERANZA",,,,"06820","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc","1074","014",,,,"Fijo","19.42134501","-99.12782927","2010-07"
"688265","09016722412000091000000000U0","PULQUERIA LA ROSITA",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","LAGO SAN PEDRO","CALLE","LAGO ATITLAN","CALLE","LAGO NESS","CALLE","LAGO SALADO","12",,,,,,"COLONIA","PENSIL NORTE",,,,"11430","09","CIUDAD DE MÉXICO","016","Miguel Hidalgo","0001","Miguel Hidalgo","0251","012",,,,"Fijo","19.45185852","-99.19932398","2010-07"
"947383","09011722412000081000000000U2","PULQUERIA LA TORMENTA",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","MESITA DE CAPULIN","CALLE","PROLONGACION JOSE ESPINOZA GOROSTIZA","CALLE","NINGUNO","CERRADA","NINGUNO",,"SN",,,,,"COLONIA","SANTA CATARINA YECAHUITZOTL",,,,"13070","09","CIUDAD DE MÉXICO","011","Tláhuac","0026","Santa Catarina Yecahuitzotl","097A","034",,,,"Fijo","19.30927441","-98.97662354","2014-12"
"789139","09005722412000151000000000U5","PULQUERIA LA VICTORIA",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","MIRANDA","CALLE","MOCTEZUMA","CALLE","CUAUHTEMOC","CALLE","5 DE FEBRERO","69",,,,"0",,"COLONIA","ARAGON LA VILLA",,,,"07000","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero","1434","010",,,,"Fijo","19.48063361","-99.11593948","2010-07"
"1009102","09003722412000051000000000U2","PULQUERIA LAS CINCO MONAS",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","SAN GABRIEL","AVENIDA","SANTA ÚRSULA","CALLE","SAN HERMILO","CALLE","SAN CÁSTULO","29",,,,,,"COLONIA","PEDREGAL SANTA URSULA",,,,"04600","09","CIUDAD DE MÉXICO","003","Coyoacán","0001","Coyoacán","0997","006","5528918181",,,"Fijo","19.30988014","-99.15186333","2010-07"
"7802588","09016722412000721000000000U2","PULQUERIA LAS CREMAS DE TACUBA",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","GOLFO DE SAN LORENZO","CALLE","LAGO GUIJA","CALLE","LAGO SUPERIOR","AVENIDA","CALZADA LEGARIA","41",,,,"0",,"COLONIA","LEGARIA",,,,"11410","09","CIUDAD DE MÉXICO","016","Miguel Hidalgo","0001","Miguel Hidalgo","0158","023",,,,"Fijo","19.4571845","-99.19088743","2019-11"
"1040209","09015722412000431000000000U0","PULQUERIA LAS DUELISTAS",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","ARANDA","CALLE","AYUNTAMIENTO","CALLE","PUENTE PEREDO","CALLE","PUENTE PEREDO",,"SN",,,,,"COLONIA","LOPEZ",,,,"06070","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc","0875","012",,"ARTURO.GARAL@GMAIL.COM",,"Fijo","19.43022357","-99.14271197","2014-12"
"914246","09012722412000451000000000U5","PULQUERIA LOS FAMOSOS DE LA FAMA 2",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","CANSAHCAB","CALLE","HALACHO","CALLE","TIZIMIN","CALLE","SUDZAL",,"SN",,,,,"COLONIA","PEDREGAL DE SAN NICOLAS 2DA SECC",,,,"14100","09","CIUDAD DE MÉXICO","012","Tlalpan","0001","Tlalpan","0619","009","5576801644",,,"Fijo","19.28832648","-99.23124365","2014-12"
"785115","09006722412000051000000000U5","PULQUERIA LOS HOMBRES SIN MIEDO",,"722412","Bares, cantinas y similares","0 a 5 personas","EJE VIAL","2 ORIENTE (CALZADA DE LA VIGA)","CALLE","IGNACIO LOPEZ RAYON","CALLEJON","FRANCISCO JAVIER MINA","CALLE","CANAL DE OTHENCO","765",,,,"0",,"BARRIO","SANTIAGO NORTE",,,,"08240","09","CIUDAD DE MÉXICO","006","Iztacalco","0001","Iztacalco","0397","003","5536980325",,,"Fijo","19.3925088","-99.12270679","2010-07"
"7705846","09008722412000161000000000U8","PULQUERIA METZALTEPEC",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","CRUCES","CALLE","AHUATLA","CERRADA","1CDA. DE CRUCES","CALLE","CAPULINES","28",,,,,,"COLONIA","LAS CRUCES",,,,"10330","09","CIUDAD DE MÉXICO","008","La Magdalena Contreras","0001","La Magdalena Contreras","0512","017","5519077072",,,"Fijo","19.31752583","-99.25641322","2019-11"
"825536","09007722412000101000000000U6","PULQUERIA NO ME OLVIDES",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","FRANCISCO VILLA","CALLE","EMILIANO ZAPATA","CALLE","ABRAHAM GONZALEZ","CALLE","AQUILES SERDÁN","17",,,,,,"COLONIA","Z.U SANTA MARIA AZTAHUACAN",,,,"09570","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","1091","023",,,,"Fijo","19.35823829","-99.03526977","2010-07"
"7642003","09013722412000521000000000U3","PULQUERIA RALPH",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","CARRETERA MEXICO-TULYEHUALCO","CALLE","LAZARO CARDENAS","PRIVADA","NINGUNO","CALLE","AHUEHUETE","93","A",,,,,"PUEBLO","SAN LUIS TLAXIALTEMALCO",,,,"16610","09","CIUDAD DE MÉXICO","013","Xochimilco","0001","Xochimilco","0527","025",,,,"Fijo","19.25716945","-99.03968309","2019-11"
"8138741","09007722412001341000000000U7","PULQUERIA SIN NOMBRE",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","EMILIANO ZAPATA","CALLE","JAVIER MINA","AVENIDA","5 DE MAYO","CALLE","FRANCISCO I. MADERO","10",,,,"0",,"COLONIA","PUEBLO SANTA CRUZ MEYEHUALCO",,,,"09700","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","1763","010",,,,"Fijo","19.34194054","-99.03806001","2019-11"
"830708","09007722412000561000000000U1","PULQUERIA SIN NOMBRE",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","FELIPE ANGELES","CALLE","COLUMBUS","CALLE","ZACATECAS","CALLE","PASO DEL NORTE","45",,,,,,"COLONIA","FRANCISCO VILLA",,,,"09720","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","1814","032",,,,"Fijo","19.33664384","-99.0590406","2010-07"
"8337306","09015722412003812000000000U8","PULQUERIA VACAS VERDES",,"722412","Bares, cantinas y similares","6 a 10 personas","CALLE","REPUBLICA DE CUBA","EJE VIAL","CENTRAL (LAZARO CARDENAS)","CALLE","CALLEJON DEL 57","CALLE","CALLEJÓN DEL 57","2",,,,,,"COLONIA","CENTRO (AREA 1)",,,,"06010","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc","0644","025","5543379696",,,"Fijo","19.43774754","-99.14004823","2019-11"
"7717777","09003722412000701000000000U2","PULQUERIA Y ANTOJERIA LOS QUETZALES",,"722412","Bares, cantinas y similares","0 a 5 personas","AVENIDA","ANTONIO DELFIN MADRIGAL","CERRADA","TESTAL","PRIVADA","NINGUNO","PRIVADA","SIN REFERENCIA","55",,,,,,"COLONIA","LA CANTERA",,,,"04369","09","CIUDAD DE MÉXICO","003","Coyoacán","0001","Coyoacán","0554","026",,,,"Fijo","19.33379717","-99.17385784","2019-11"
"8007219","09015722412004211000000000U2","SPIRITU SANTO PULQUERIA",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","MANUEL CARPIO","CALLE","NARANJO","CALLE","SABINO","CALLE","SALVADOR DÍAZ MIRÓN","144",,,,,,"COLONIA","SANTA MARIA LA RIBERA",,,,"06400","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc","0466","013",,,,"Fijo","19.45090754","-99.15915003","2019-11"
